sentiment,text
0,— Бәйбіше қайда ?
-1,Қазақтың сондай телмірген әдеті құрысын !
0,Олар қайда ?
0,Ол келген қазақ екен .
0,- Немене ?
-1,— Бәйбішені атып кетті .
-1,— Ойбай !
0,— Е !
-1,Сол шапқыншының бірі осы екен .
-1,Өйткені ол жара атын атауға — адамның аузы жиренетін жара еді .
-1,Және ол қашанғы дау ?
0,Оған себеп мынау еді .
-1,"— Ойбай , үлкен оқиға боп қалды !"
0,"— Немене , жаным ?"
1,— Құдай оңдап елдің көзі бір ашылды ...
0,Басқа бір дүниеге кіргендей болады ...
0,Сол сөзді бітірген кезде тағы үш орыс келді .
0,Ай жоқ .
0,Қараңғылық қоюланып келеді .
0,"Осылай тұр ! дегендей екі иығынан басып қалды , бес - алты адымдай жерге барып тұра қалды ."
-1,Алтыатары жерге түсіп кетті .
-1,— Мені неге атасың ?
-1,Мен саған тағы керек болмасымды қайдан білесің ?
1,"Сен бұл жолдан аман - есен қайтарсың , еліңе аман барарсың ... — деді ."
0,"Кімді әлдилеп , сыбырлап тұрсыңдар ?"
0,Түн түнереді .
0,Бірақ дыбыс білінбейді .
0,Бұ немене ? . .
0,— Енді қай жаққа барайын ? . .
-1,Қасқыр одан жаман өршеленеді .
-1,Қасқыр күркілдейді ...
-1,"Жалын қалай шықты , солай қасқырлардың қарасы өше берді ."
0,Қасқырлар жалт берді .
-1,"Қорқақ аңдар , тілсіз жаулар !"
-1,"Қаш , маңыма жолама !"
-1,"Кімді ұрып жығатынын кім білсін , әйтеуір ала шықты ."
1,"Асумен асып елге бара жатқан , елден мал , азық - түлік алып келе жатқан орыстарды талай көрген ."
-1,"Оларға көзі түскенде күйінген , өкінген , жиренген , әйтеуір өзегін өртеген бір жаман сезім пайда болды ."
